fpath,label-0,label-1
F:\OnekeyDS\CT\crop_sur\107.nii.png,0.9506119,0.04938814
F:\OnekeyDS\CT\crop_sur\192.nii.png,0.8960574,0.103942595
F:\OnekeyDS\CT\crop_sur\160.nii.png,0.9074281,0.092571884
F:\OnekeyDS\CT\crop_sur\62.nii.png,0.8162269,0.1837731
F:\OnekeyDS\CT\crop_sur\35.nii.png,0.9564137,0.043586344
F:\OnekeyDS\CT\crop_sur\66.nii.png,0.76064396,0.23935604
F:\OnekeyDS\CT\crop_sur\59.nii.png,0.8310287,0.16897129
F:\OnekeyDS\CT\crop_sur\48.nii.png,0.6566218,0.34337822
F:\OnekeyDS\CT\crop_sur\75.nii.png,0.62599844,0.37400162
F:\OnekeyDS\CT\crop_sur\39.nii.png,0.91795623,0.08204382
F:\OnekeyDS\CT\crop_sur\187.nii.png,0.39828905,0.601711
F:\OnekeyDS\CT\crop_sur\69.nii.png,0.72300565,0.27699438
F:\OnekeyDS\CT\crop_sur\164.nii.png,0.50643617,0.49356386
F:\OnekeyDS\CT\crop_sur\145.nii.png,0.95812744,0.041872557
F:\OnekeyDS\CT\crop_sur\180.nii.png,0.2173462,0.7826538
F:\OnekeyDS\CT\crop_sur\38.nii.png,0.41419488,0.5858052
F:\OnekeyDS\CT\crop_sur\17.nii.png,0.8932315,0.10676849
F:\OnekeyDS\CT\crop_sur\4.nii.png,0.8332097,0.16679029
F:\OnekeyDS\CT\crop_sur\137.nii.png,0.977018,0.022982055
F:\OnekeyDS\CT\crop_sur\67.nii.png,0.8230773,0.17692271
F:\OnekeyDS\CT\crop_sur\91.nii.png,0.7677562,0.23224382
F:\OnekeyDS\CT\crop_sur\56.nii.png,0.91965044,0.0803496
F:\OnekeyDS\CT\crop_sur\92.nii.png,0.12524077,0.87475914
F:\OnekeyDS\CT\crop_sur\103.nii.png,0.6484413,0.3515587
F:\OnekeyDS\CT\crop_sur\231.nii.png,0.61854804,0.38145196
F:\OnekeyDS\CT\crop_sur\64.nii.png,0.107184485,0.89281553
F:\OnekeyDS\CT\crop_sur\20.nii.png,0.7404278,0.2595722
F:\OnekeyDS\CT\crop_sur\221.nii.png,0.84687734,0.15312268
F:\OnekeyDS\CT\crop_sur\98.nii.png,0.60997117,0.3900288
F:\OnekeyDS\CT\crop_sur\178.nii.png,0.61477804,0.38522202
F:\OnekeyDS\CT\crop_sur\226.nii.png,0.47530028,0.5246997
F:\OnekeyDS\CT\crop_sur\121.nii.png,0.7496636,0.25033647
F:\OnekeyDS\CT\crop_sur\32.nii.png,0.8157257,0.18427438
F:\OnekeyDS\CT\crop_sur\220.nii.png,0.09144781,0.9085522
F:\OnekeyDS\CT\crop_sur\201.nii.png,0.7646108,0.23538914
F:\OnekeyDS\CT\crop_sur\27.nii.png,0.4233119,0.57668805
F:\OnekeyDS\CT\crop_sur\31.nii.png,0.86112696,0.13887303
F:\OnekeyDS\CT\crop_sur\87.nii.png,0.78359145,0.21640863
F:\OnekeyDS\CT\crop_sur\81.nii.png,0.9761537,0.023846291
F:\OnekeyDS\CT\crop_sur\162.nii.png,0.7939315,0.20606852
F:\OnekeyDS\CT\crop_sur\232.nii.png,0.701526,0.29847398
F:\OnekeyDS\CT\crop_sur\213.nii.png,0.7949823,0.20501772
F:\OnekeyDS\CT\crop_sur\52.nii.png,0.6634349,0.33656502
F:\OnekeyDS\CT\crop_sur\0.nii.png,0.93201953,0.06798052
F:\OnekeyDS\CT\crop_sur\82.nii.png,0.77398175,0.22601826
