fpath,label-0,label-1
F:\OnekeyDS\CT\crop_sur\138.nii.png,0.37460488,0.6253951
F:\OnekeyDS\CT\crop_sur\158.nii.png,0.62273407,0.37726593
F:\OnekeyDS\CT\crop_sur\131.nii.png,0.77460355,0.2253964
F:\OnekeyDS\CT\crop_sur\162.nii.png,0.5674093,0.43259078
F:\OnekeyDS\CT\crop_sur\104.nii.png,0.9048078,0.095192194
F:\OnekeyDS\CT\crop_sur\130.nii.png,0.49599344,0.5040065
F:\OnekeyDS\CT\crop_sur\232.nii.png,0.7649659,0.23503412
F:\OnekeyDS\CT\crop_sur\23.nii.png,0.06208635,0.93791366
F:\OnekeyDS\CT\crop_sur\87.nii.png,0.77069974,0.22930025
F:\OnekeyDS\CT\crop_sur\72.nii.png,0.9392297,0.060770333
F:\OnekeyDS\CT\crop_sur\235.nii.png,0.92195076,0.07804926
F:\OnekeyDS\CT\crop_sur\181.nii.png,0.71206206,0.28793794
F:\OnekeyDS\CT\crop_sur\43.nii.png,0.5988511,0.40114892
F:\OnekeyDS\CT\crop_sur\32.nii.png,0.6099488,0.39005116
F:\OnekeyDS\CT\crop_sur\80.nii.png,0.30663088,0.69336915
F:\OnekeyDS\CT\crop_sur\39.nii.png,0.91647524,0.08352479
F:\OnekeyDS\CT\crop_sur\2.nii.png,0.7578934,0.24210662
F:\OnekeyDS\CT\crop_sur\137.nii.png,0.7948243,0.20517571
F:\OnekeyDS\CT\crop_sur\84.nii.png,0.93029875,0.06970125
F:\OnekeyDS\CT\crop_sur\113.nii.png,0.80140775,0.19859226
F:\OnekeyDS\CT\crop_sur\20.nii.png,0.5598983,0.44010165
F:\OnekeyDS\CT\crop_sur\115.nii.png,0.76170176,0.23829821
F:\OnekeyDS\CT\crop_sur\48.nii.png,0.6195736,0.38042632
F:\OnekeyDS\CT\crop_sur\102.nii.png,0.40133622,0.5986638
F:\OnekeyDS\CT\crop_sur\190.nii.png,0.50628054,0.4937195
F:\OnekeyDS\CT\crop_sur\83.nii.png,0.5826134,0.41738662
F:\OnekeyDS\CT\crop_sur\159.nii.png,0.7995841,0.20041583
F:\OnekeyDS\CT\crop_sur\191.nii.png,0.6372512,0.36274877
F:\OnekeyDS\CT\crop_sur\73.nii.png,0.96525526,0.03474473
F:\OnekeyDS\CT\crop_sur\171.nii.png,0.5142087,0.4857913
F:\OnekeyDS\CT\crop_sur\33.nii.png,0.82916474,0.17083532
F:\OnekeyDS\CT\crop_sur\221.nii.png,0.87066776,0.12933221
F:\OnekeyDS\CT\crop_sur\75.nii.png,0.53859884,0.4614012
F:\OnekeyDS\CT\crop_sur\129.nii.png,0.9236116,0.07638837
F:\OnekeyDS\CT\crop_sur\127.nii.png,0.8257727,0.17422731
F:\OnekeyDS\CT\crop_sur\10.nii.png,0.5018098,0.49819028
F:\OnekeyDS\CT\crop_sur\62.nii.png,0.7625602,0.23743981
