fpath,label-0,label-1
F:\OnekeyDS\CT\crop_sur\19.nii.png,0.4224199,0.5775801
F:\OnekeyDS\CT\crop_sur\93.nii.png,0.71698755,0.28301242
F:\OnekeyDS\CT\crop_sur\206.nii.png,0.64136523,0.3586347
F:\OnekeyDS\CT\crop_sur\205.nii.png,0.8006611,0.19933893
F:\OnekeyDS\CT\crop_sur\29.nii.png,0.8796016,0.12039845
F:\OnekeyDS\CT\crop_sur\104.nii.png,0.9805885,0.019411495
F:\OnekeyDS\CT\crop_sur\169.nii.png,0.6928797,0.30712035
F:\OnekeyDS\CT\crop_sur\53.nii.png,0.8883479,0.111652054
F:\OnekeyDS\CT\crop_sur\36.nii.png,0.85282844,0.14717159
F:\OnekeyDS\CT\crop_sur\82.nii.png,0.805749,0.19425097
F:\OnekeyDS\CT\crop_sur\213.nii.png,0.77906674,0.2209333
F:\OnekeyDS\CT\crop_sur\222.nii.png,0.7758255,0.22417447
F:\OnekeyDS\CT\crop_sur\121.nii.png,0.73629737,0.26370266
F:\OnekeyDS\CT\crop_sur\163.nii.png,0.64596426,0.3540358
F:\OnekeyDS\CT\crop_sur\42.nii.png,0.9327211,0.0672789
F:\OnekeyDS\CT\crop_sur\41.nii.png,0.7417414,0.25825858
F:\OnekeyDS\CT\crop_sur\209.nii.png,0.8693438,0.13065614
F:\OnekeyDS\CT\crop_sur\210.nii.png,0.71898234,0.28101763
F:\OnekeyDS\CT\crop_sur\145.nii.png,0.8232913,0.1767087
F:\OnekeyDS\CT\crop_sur\160.nii.png,0.9029532,0.09704681
F:\OnekeyDS\CT\crop_sur\138.nii.png,0.81069833,0.18930167
F:\OnekeyDS\CT\crop_sur\34.nii.png,0.37851927,0.62148076
F:\OnekeyDS\CT\crop_sur\180.nii.png,0.69837713,0.30162287
F:\OnekeyDS\CT\crop_sur\56.nii.png,0.4309121,0.569088
F:\OnekeyDS\CT\crop_sur\188.nii.png,0.723419,0.276581
F:\OnekeyDS\CT\crop_sur\132.nii.png,0.72876096,0.271239
F:\OnekeyDS\CT\crop_sur\70.nii.png,0.9081394,0.09186064
F:\OnekeyDS\CT\crop_sur\162.nii.png,0.967097,0.032903
F:\OnekeyDS\CT\crop_sur\159.nii.png,0.96629137,0.033708606
F:\OnekeyDS\CT\crop_sur\196.nii.png,0.89172316,0.10827686
F:\OnekeyDS\CT\crop_sur\77.nii.png,0.83455575,0.16544423
F:\OnekeyDS\CT\crop_sur\64.nii.png,0.37429485,0.6257051
F:\OnekeyDS\CT\crop_sur\38.nii.png,0.6024369,0.3975631
F:\OnekeyDS\CT\crop_sur\79.nii.png,0.8645903,0.13540965
F:\OnekeyDS\CT\crop_sur\136.nii.png,0.6881012,0.31189877
F:\OnekeyDS\CT\crop_sur\192.nii.png,0.22577406,0.77422595
F:\OnekeyDS\CT\crop_sur\172.nii.png,0.43122336,0.56877667
F:\OnekeyDS\CT\crop_sur\78.nii.png,0.50594074,0.49405926
