fpath,label-0,label-1
F:\OnekeyDS\CT\crop_sur\234.nii.png,0.90202266,0.09797736
F:\OnekeyDS\CT\crop_sur\127.nii.png,0.6562727,0.34372732
F:\OnekeyDS\CT\crop_sur\119.nii.png,0.9165062,0.08349381
F:\OnekeyDS\CT\crop_sur\201.nii.png,0.50568384,0.49431613
F:\OnekeyDS\CT\crop_sur\235.nii.png,0.7136394,0.28636062
F:\OnekeyDS\CT\crop_sur\136.nii.png,0.8343758,0.16562422
F:\OnekeyDS\CT\crop_sur\164.nii.png,0.62427187,0.37572816
F:\OnekeyDS\CT\crop_sur\151.nii.png,0.74414563,0.2558543
F:\OnekeyDS\CT\crop_sur\196.nii.png,0.598764,0.40123606
F:\OnekeyDS\CT\crop_sur\41.nii.png,0.21000083,0.7899992
F:\OnekeyDS\CT\crop_sur\163.nii.png,0.3246698,0.6753303
F:\OnekeyDS\CT\crop_sur\213.nii.png,0.75940174,0.24059825
F:\OnekeyDS\CT\crop_sur\219.nii.png,0.770205,0.22979501
F:\OnekeyDS\CT\crop_sur\177.nii.png,0.9442081,0.05579196
F:\OnekeyDS\CT\crop_sur\59.nii.png,0.7072703,0.29272968
F:\OnekeyDS\CT\crop_sur\180.nii.png,0.2005693,0.7994307
F:\OnekeyDS\CT\crop_sur\206.nii.png,0.80873364,0.19126643
F:\OnekeyDS\CT\crop_sur\57.nii.png,0.64201766,0.35798228
F:\OnekeyDS\CT\crop_sur\51.nii.png,0.09438486,0.90561515
F:\OnekeyDS\CT\crop_sur\35.nii.png,0.7898218,0.21017821
F:\OnekeyDS\CT\crop_sur\117.nii.png,0.74179405,0.25820586
F:\OnekeyDS\CT\crop_sur\100.nii.png,0.9521913,0.047808778
F:\OnekeyDS\CT\crop_sur\49.nii.png,0.80563027,0.19436976
F:\OnekeyDS\CT\crop_sur\65.nii.png,0.93551296,0.06448709
F:\OnekeyDS\CT\crop_sur\160.nii.png,0.6428857,0.3571143
F:\OnekeyDS\CT\crop_sur\171.nii.png,0.8887491,0.11125092
F:\OnekeyDS\CT\crop_sur\142.nii.png,0.85578096,0.14421901
F:\OnekeyDS\CT\crop_sur\129.nii.png,0.9171199,0.082880124
F:\OnekeyDS\CT\crop_sur\76.nii.png,0.22493185,0.7750681
F:\OnekeyDS\CT\crop_sur\199.nii.png,0.99032205,0.009677947
F:\OnekeyDS\CT\crop_sur\156.nii.png,0.47241223,0.5275877
F:\OnekeyDS\CT\crop_sur\39.nii.png,0.93597955,0.0640205
F:\OnekeyDS\CT\crop_sur\233.nii.png,0.9464965,0.05350353
F:\OnekeyDS\CT\crop_sur\21.nii.png,0.21561305,0.78438693
F:\OnekeyDS\CT\crop_sur\24.nii.png,0.12614971,0.8738503
F:\OnekeyDS\CT\crop_sur\135.nii.png,0.2222448,0.7777552
F:\OnekeyDS\CT\crop_sur\191.nii.png,0.8198625,0.1801375
F:\OnekeyDS\CT\crop_sur\222.nii.png,0.9191461,0.080853894
F:\OnekeyDS\CT\crop_sur\144.nii.png,0.8630845,0.13691553
F:\OnekeyDS\CT\crop_sur\52.nii.png,0.8906,0.109399974
F:\OnekeyDS\CT\crop_sur\195.nii.png,0.795919,0.20408104
F:\OnekeyDS\CT\crop_sur\70.nii.png,0.75561064,0.24438931
F:\OnekeyDS\CT\crop_sur\209.nii.png,0.89682376,0.10317617
F:\OnekeyDS\CT\crop_sur\231.nii.png,0.60323167,0.39676833
F:\OnekeyDS\CT\crop_sur\159.nii.png,0.73182523,0.26817483
F:\OnekeyDS\CT\crop_sur\81.nii.png,0.9151975,0.084802456
F:\OnekeyDS\CT\crop_sur\93.nii.png,0.6069503,0.39304963
F:\OnekeyDS\CT\crop_sur\96.nii.png,0.7435163,0.2564836
F:\OnekeyDS\CT\crop_sur\178.nii.png,0.49593675,0.50406325
F:\OnekeyDS\CT\crop_sur\215.nii.png,0.7137929,0.28620705
F:\OnekeyDS\CT\crop_sur\46.nii.png,0.88747424,0.112525746
F:\OnekeyDS\CT\crop_sur\113.nii.png,0.82279634,0.17720363
F:\OnekeyDS\CT\crop_sur\105.nii.png,0.5472155,0.45278454
F:\OnekeyDS\CT\crop_sur\115.nii.png,0.58147925,0.41852072
F:\OnekeyDS\CT\crop_sur\166.nii.png,0.29103324,0.70896673
F:\OnekeyDS\CT\crop_sur\10.nii.png,0.40819314,0.5918069
F:\OnekeyDS\CT\crop_sur\3.nii.png,0.92108613,0.078913875
F:\OnekeyDS\CT\crop_sur\48.nii.png,0.8077326,0.19226739
F:\OnekeyDS\CT\crop_sur\229.nii.png,0.9303212,0.0696788
F:\OnekeyDS\CT\crop_sur\28.nii.png,0.69294006,0.30705997
F:\OnekeyDS\CT\crop_sur\123.nii.png,0.76917785,0.23082216
F:\OnekeyDS\CT\crop_sur\78.nii.png,0.70115125,0.29884875
F:\OnekeyDS\CT\crop_sur\29.nii.png,0.9392703,0.06072965
F:\OnekeyDS\CT\crop_sur\202.nii.png,0.9047837,0.09521629
F:\OnekeyDS\CT\crop_sur\214.nii.png,0.78692967,0.21307032
F:\OnekeyDS\CT\crop_sur\30.nii.png,0.67988485,0.3201152
F:\OnekeyDS\CT\crop_sur\43.nii.png,0.8138631,0.18613693
F:\OnekeyDS\CT\crop_sur\66.nii.png,0.5830237,0.4169763
F:\OnekeyDS\CT\crop_sur\102.nii.png,0.84639156,0.15360844
F:\OnekeyDS\CT\crop_sur\88.nii.png,0.74156284,0.25843716
F:\OnekeyDS\CT\crop_sur\1.nii.png,0.14662549,0.8533745
F:\OnekeyDS\CT\crop_sur\47.nii.png,0.881069,0.11893098
F:\OnekeyDS\CT\crop_sur\185.nii.png,0.8605982,0.1394018
F:\OnekeyDS\CT\crop_sur\87.nii.png,0.89134187,0.10865815
F:\OnekeyDS\CT\crop_sur\154.nii.png,0.92122483,0.07877516
F:\OnekeyDS\CT\crop_sur\162.nii.png,0.88145655,0.11854342
F:\OnekeyDS\CT\crop_sur\228.nii.png,0.8322358,0.16776419
F:\OnekeyDS\CT\crop_sur\197.nii.png,0.4070276,0.5929724
F:\OnekeyDS\CT\crop_sur\158.nii.png,0.78797156,0.21202847
F:\OnekeyDS\CT\crop_sur\227.nii.png,0.7041493,0.2958507
F:\OnekeyDS\CT\crop_sur\157.nii.png,0.487215,0.512785
F:\OnekeyDS\CT\crop_sur\99.nii.png,0.7823544,0.21764559
F:\OnekeyDS\CT\crop_sur\54.nii.png,0.85604376,0.14395624
F:\OnekeyDS\CT\crop_sur\50.nii.png,0.5324882,0.4675118
F:\OnekeyDS\CT\crop_sur\220.nii.png,0.91223675,0.087763295
F:\OnekeyDS\CT\crop_sur\183.nii.png,0.6136633,0.38633674
F:\OnekeyDS\CT\crop_sur\34.nii.png,0.62424386,0.37575614
F:\OnekeyDS\CT\crop_sur\145.nii.png,0.8948971,0.105102845
F:\OnekeyDS\CT\crop_sur\107.nii.png,0.84242576,0.15757422
F:\OnekeyDS\CT\crop_sur\6.nii.png,0.96503055,0.034969468
F:\OnekeyDS\CT\crop_sur\40.nii.png,0.35282472,0.64717525
F:\OnekeyDS\CT\crop_sur\64.nii.png,0.15577766,0.8442223
F:\OnekeyDS\CT\crop_sur\112.nii.png,0.16365515,0.8363449
F:\OnekeyDS\CT\crop_sur\2.nii.png,0.87857217,0.12142778
F:\OnekeyDS\CT\crop_sur\167.nii.png,0.90892047,0.091079466
F:\OnekeyDS\CT\crop_sur\138.nii.png,0.82623136,0.17376862
F:\OnekeyDS\CT\crop_sur\141.nii.png,0.5481256,0.45187435
