fpath,label-0,label-1
F:\OnekeyDS\CT\crop_sur\0.nii.png,0.93394,0.066060044
F:\OnekeyDS\CT\crop_sur\172.nii.png,0.550783,0.44921705
F:\OnekeyDS\CT\crop_sur\144.nii.png,0.74154204,0.25845805
F:\OnekeyDS\CT\crop_sur\141.nii.png,0.42475498,0.575245
F:\OnekeyDS\CT\crop_sur\189.nii.png,0.89801764,0.10198237
F:\OnekeyDS\CT\crop_sur\17.nii.png,0.912472,0.08752794
F:\OnekeyDS\CT\crop_sur\154.nii.png,0.8980981,0.10190196
F:\OnekeyDS\CT\crop_sur\51.nii.png,0.66724384,0.33275616
F:\OnekeyDS\CT\crop_sur\81.nii.png,0.9336637,0.066336244
F:\OnekeyDS\CT\crop_sur\171.nii.png,0.95532244,0.044677556
F:\OnekeyDS\CT\crop_sur\197.nii.png,0.53750056,0.4624994
F:\OnekeyDS\CT\crop_sur\140.nii.png,0.8326573,0.16734278
F:\OnekeyDS\CT\crop_sur\142.nii.png,0.85596573,0.14403422
F:\OnekeyDS\CT\crop_sur\86.nii.png,0.4943673,0.5056327
F:\OnekeyDS\CT\crop_sur\27.nii.png,0.2499206,0.7500794
F:\OnekeyDS\CT\crop_sur\138.nii.png,0.74654365,0.2534563
F:\OnekeyDS\CT\crop_sur\4.nii.png,0.940762,0.059237987
F:\OnekeyDS\CT\crop_sur\1.nii.png,0.43300414,0.56699586
F:\OnekeyDS\CT\crop_sur\75.nii.png,0.7085726,0.29142734
F:\OnekeyDS\CT\crop_sur\54.nii.png,0.8259098,0.17409025
F:\OnekeyDS\CT\crop_sur\201.nii.png,0.7969592,0.20304073
F:\OnekeyDS\CT\crop_sur\25.nii.png,0.37691644,0.6230836
F:\OnekeyDS\CT\crop_sur\128.nii.png,0.8421756,0.15782441
F:\OnekeyDS\CT\crop_sur\85.nii.png,0.89592016,0.10407989
F:\OnekeyDS\CT\crop_sur\210.nii.png,0.7052878,0.2947122
F:\OnekeyDS\CT\crop_sur\3.nii.png,0.85733306,0.14266694
F:\OnekeyDS\CT\crop_sur\221.nii.png,0.88528144,0.11471862
F:\OnekeyDS\CT\crop_sur\110.nii.png,0.84964025,0.15035976
F:\OnekeyDS\CT\crop_sur\70.nii.png,0.6454968,0.3545032
F:\OnekeyDS\CT\crop_sur\103.nii.png,0.9623305,0.03766952
F:\OnekeyDS\CT\crop_sur\185.nii.png,0.8691288,0.13087118
F:\OnekeyDS\CT\crop_sur\46.nii.png,0.91667014,0.08332987
F:\OnekeyDS\CT\crop_sur\76.nii.png,0.56954646,0.43045354
F:\OnekeyDS\CT\crop_sur\155.nii.png,0.96935564,0.030644355
F:\OnekeyDS\CT\crop_sur\232.nii.png,0.7779861,0.22201389
F:\OnekeyDS\CT\crop_sur\229.nii.png,0.7771992,0.22280079
F:\OnekeyDS\CT\crop_sur\32.nii.png,0.5137467,0.48625335
F:\OnekeyDS\CT\crop_sur\230.nii.png,0.90588653,0.094113424
F:\OnekeyDS\CT\crop_sur\175.nii.png,0.8584955,0.1415045
F:\OnekeyDS\CT\crop_sur\28.nii.png,0.9468333,0.05316672
F:\OnekeyDS\CT\crop_sur\19.nii.png,0.3205989,0.67940116
F:\OnekeyDS\CT\crop_sur\133.nii.png,0.55661863,0.44338137
F:\OnekeyDS\CT\crop_sur\183.nii.png,0.82087123,0.17912881
F:\OnekeyDS\CT\crop_sur\131.nii.png,0.92546475,0.07453525
F:\OnekeyDS\CT\crop_sur\159.nii.png,0.80574656,0.1942535
F:\OnekeyDS\CT\crop_sur\112.nii.png,0.43189448,0.5681056
F:\OnekeyDS\CT\crop_sur\135.nii.png,0.5188323,0.4811677
F:\OnekeyDS\CT\crop_sur\61.nii.png,0.9357008,0.064299196
F:\OnekeyDS\CT\crop_sur\162.nii.png,0.8338981,0.16610184
F:\OnekeyDS\CT\crop_sur\165.nii.png,0.8090364,0.1909636
F:\OnekeyDS\CT\crop_sur\216.nii.png,0.74048793,0.25951207
F:\OnekeyDS\CT\crop_sur\178.nii.png,0.23265643,0.7673436
F:\OnekeyDS\CT\crop_sur\206.nii.png,0.15628828,0.84371173
F:\OnekeyDS\CT\crop_sur\228.nii.png,0.8386471,0.16135289
F:\OnekeyDS\CT\crop_sur\68.nii.png,0.6080116,0.39198846
F:\OnekeyDS\CT\crop_sur\59.nii.png,0.83083516,0.1691648
F:\OnekeyDS\CT\crop_sur\107.nii.png,0.96548647,0.034513578
F:\OnekeyDS\CT\crop_sur\187.nii.png,0.95067286,0.049327146
F:\OnekeyDS\CT\crop_sur\233.nii.png,0.62718433,0.37281567
F:\OnekeyDS\CT\crop_sur\166.nii.png,0.8292668,0.17073327
F:\OnekeyDS\CT\crop_sur\66.nii.png,0.75741047,0.2425895
F:\OnekeyDS\CT\crop_sur\202.nii.png,0.86967367,0.13032633
F:\OnekeyDS\CT\crop_sur\10.nii.png,0.51261824,0.48738176
F:\OnekeyDS\CT\crop_sur\11.nii.png,0.8156719,0.1843281
F:\OnekeyDS\CT\crop_sur\195.nii.png,0.6234767,0.37652335
F:\OnekeyDS\CT\crop_sur\198.nii.png,0.81687105,0.18312897
F:\OnekeyDS\CT\crop_sur\67.nii.png,0.66945386,0.33054617
F:\OnekeyDS\CT\crop_sur\169.nii.png,0.39077315,0.6092269
F:\OnekeyDS\CT\crop_sur\31.nii.png,0.8896787,0.110321246
