fpath,label-0,label-1
F:\OnekeyDS\CT\crop_sur\40.nii.png,0.044938706,0.9550613
F:\OnekeyDS\CT\crop_sur\75.nii.png,0.48603147,0.5139685
F:\OnekeyDS\CT\crop_sur\166.nii.png,0.6535298,0.34647015
F:\OnekeyDS\CT\crop_sur\190.nii.png,0.6315758,0.36842424
F:\OnekeyDS\CT\crop_sur\73.nii.png,0.88957316,0.11042689
F:\OnekeyDS\CT\crop_sur\26.nii.png,0.48342076,0.5165793
F:\OnekeyDS\CT\crop_sur\66.nii.png,0.34015477,0.6598452
F:\OnekeyDS\CT\crop_sur\142.nii.png,0.83023435,0.16976565
F:\OnekeyDS\CT\crop_sur\213.nii.png,0.7771847,0.22281526
F:\OnekeyDS\CT\crop_sur\137.nii.png,0.8699575,0.13004245
F:\OnekeyDS\CT\crop_sur\169.nii.png,0.664481,0.33551902
F:\OnekeyDS\CT\crop_sur\165.nii.png,0.9220808,0.077919155
F:\OnekeyDS\CT\crop_sur\155.nii.png,0.61523426,0.38476577
F:\OnekeyDS\CT\crop_sur\78.nii.png,0.777413,0.22258703
F:\OnekeyDS\CT\crop_sur\228.nii.png,0.81552327,0.18447672
F:\OnekeyDS\CT\crop_sur\98.nii.png,0.51468843,0.48531154
F:\OnekeyDS\CT\crop_sur\76.nii.png,0.6543416,0.34565842
F:\OnekeyDS\CT\crop_sur\115.nii.png,0.7058309,0.29416913
F:\OnekeyDS\CT\crop_sur\11.nii.png,0.72094834,0.27905166
F:\OnekeyDS\CT\crop_sur\216.nii.png,0.665866,0.33413404
F:\OnekeyDS\CT\crop_sur\39.nii.png,0.8843514,0.11564863
F:\OnekeyDS\CT\crop_sur\103.nii.png,0.82944584,0.17055413
F:\OnekeyDS\CT\crop_sur\27.nii.png,0.33849266,0.66150737
F:\OnekeyDS\CT\crop_sur\135.nii.png,0.4182265,0.58177346
F:\OnekeyDS\CT\crop_sur\68.nii.png,0.4327135,0.5672865
F:\OnekeyDS\CT\crop_sur\217.nii.png,0.70831853,0.29168144
F:\OnekeyDS\CT\crop_sur\2.nii.png,0.90741307,0.092587
