fpath,label-0,label-1
F:\OnekeyDS\CT\crop_sur\217.nii.png,0.4941032,0.50589675
F:\OnekeyDS\CT\crop_sur\169.nii.png,0.5913497,0.4086503
F:\OnekeyDS\CT\crop_sur\110.nii.png,0.64108974,0.3589103
F:\OnekeyDS\CT\crop_sur\81.nii.png,0.7350166,0.26498342
F:\OnekeyDS\CT\crop_sur\94.nii.png,0.5835789,0.41642115
F:\OnekeyDS\CT\crop_sur\214.nii.png,0.79145604,0.20854391
F:\OnekeyDS\CT\crop_sur\26.nii.png,0.64287347,0.3571265
F:\OnekeyDS\CT\crop_sur\185.nii.png,0.6269891,0.37301087
F:\OnekeyDS\CT\crop_sur\64.nii.png,0.31826422,0.68173575
F:\OnekeyDS\CT\crop_sur\229.nii.png,0.48267332,0.51732665
F:\OnekeyDS\CT\crop_sur\49.nii.png,0.6849635,0.31503648
F:\OnekeyDS\CT\crop_sur\180.nii.png,0.31704795,0.682952
F:\OnekeyDS\CT\crop_sur\10.nii.png,0.52074105,0.47925898
F:\OnekeyDS\CT\crop_sur\176.nii.png,0.5796313,0.42036864
F:\OnekeyDS\CT\crop_sur\133.nii.png,0.32084996,0.67915004
F:\OnekeyDS\CT\crop_sur\35.nii.png,0.60336626,0.3966338
F:\OnekeyDS\CT\crop_sur\226.nii.png,0.44921938,0.5507807
F:\OnekeyDS\CT\crop_sur\100.nii.png,0.7779624,0.22203766
F:\OnekeyDS\CT\crop_sur\104.nii.png,0.631792,0.36820802
F:\OnekeyDS\CT\crop_sur\199.nii.png,0.5269632,0.47303686
F:\OnekeyDS\CT\crop_sur\6.nii.png,0.7423343,0.25766563
F:\OnekeyDS\CT\crop_sur\27.nii.png,0.61240757,0.3875924
F:\OnekeyDS\CT\crop_sur\228.nii.png,0.6524416,0.34755835
F:\OnekeyDS\CT\crop_sur\91.nii.png,0.69167626,0.30832374
F:\OnekeyDS\CT\crop_sur\221.nii.png,0.44619414,0.5538058
F:\OnekeyDS\CT\crop_sur\28.nii.png,0.5174581,0.48254192
F:\OnekeyDS\CT\crop_sur\201.nii.png,0.58928245,0.41071755
F:\OnekeyDS\CT\crop_sur\42.nii.png,0.498024,0.501976
F:\OnekeyDS\CT\crop_sur\40.nii.png,0.18547246,0.8145275
F:\OnekeyDS\CT\crop_sur\79.nii.png,0.45305377,0.5469463
F:\OnekeyDS\CT\crop_sur\230.nii.png,0.42626873,0.5737313
F:\OnekeyDS\CT\crop_sur\141.nii.png,0.42621607,0.57378393
F:\OnekeyDS\CT\crop_sur\233.nii.png,0.8709685,0.12903151
F:\OnekeyDS\CT\crop_sur\1.nii.png,0.68229383,0.3177062
F:\OnekeyDS\CT\crop_sur\80.nii.png,0.7439029,0.25609708
F:\OnekeyDS\CT\crop_sur\196.nii.png,0.83305126,0.16694869
F:\OnekeyDS\CT\crop_sur\88.nii.png,0.79820055,0.20179945
F:\OnekeyDS\CT\crop_sur\167.nii.png,0.71083236,0.2891676
F:\OnekeyDS\CT\crop_sur\165.nii.png,0.95818543,0.041814495
F:\OnekeyDS\CT\crop_sur\83.nii.png,0.8714754,0.12852457
F:\OnekeyDS\CT\crop_sur\58.nii.png,0.6792404,0.32075965
F:\OnekeyDS\CT\crop_sur\157.nii.png,0.73124826,0.26875177
F:\OnekeyDS\CT\crop_sur\78.nii.png,0.9300246,0.069975376
F:\OnekeyDS\CT\crop_sur\39.nii.png,0.97192645,0.028073512
F:\OnekeyDS\CT\crop_sur\154.nii.png,0.8982463,0.10175373
F:\OnekeyDS\CT\crop_sur\29.nii.png,0.88538104,0.11461897
F:\OnekeyDS\CT\crop_sur\171.nii.png,0.890023,0.10997706
F:\OnekeyDS\CT\crop_sur\162.nii.png,0.7792371,0.2207629
F:\OnekeyDS\CT\crop_sur\19.nii.png,0.8095927,0.19040722
F:\OnekeyDS\CT\crop_sur\82.nii.png,0.8213162,0.17868386
F:\OnekeyDS\CT\crop_sur\115.nii.png,0.8596875,0.14031251
F:\OnekeyDS\CT\crop_sur\75.nii.png,0.7709974,0.22900261
F:\OnekeyDS\CT\crop_sur\4.nii.png,0.90890425,0.09109578
F:\OnekeyDS\CT\crop_sur\66.nii.png,0.8341676,0.16583245
F:\OnekeyDS\CT\crop_sur\188.nii.png,0.82079685,0.17920308
F:\OnekeyDS\CT\crop_sur\3.nii.png,0.89389145,0.10610855
F:\OnekeyDS\CT\crop_sur\105.nii.png,0.72072005,0.27927995
F:\OnekeyDS\CT\crop_sur\99.nii.png,0.86148363,0.13851638
F:\OnekeyDS\CT\crop_sur\123.nii.png,0.8240881,0.17591192
F:\OnekeyDS\CT\crop_sur\33.nii.png,0.90973794,0.09026204
F:\OnekeyDS\CT\crop_sur\92.nii.png,0.5015384,0.49846163
F:\OnekeyDS\CT\crop_sur\77.nii.png,0.85085523,0.14914477
F:\OnekeyDS\CT\crop_sur\113.nii.png,0.91861534,0.081384614
F:\OnekeyDS\CT\crop_sur\211.nii.png,0.8511472,0.14885278
F:\OnekeyDS\CT\crop_sur\220.nii.png,0.6523838,0.3476162
F:\OnekeyDS\CT\crop_sur\205.nii.png,0.7076085,0.29239145
F:\OnekeyDS\CT\crop_sur\103.nii.png,0.79073775,0.2092622
F:\OnekeyDS\CT\crop_sur\198.nii.png,0.8453756,0.15462439
F:\OnekeyDS\CT\crop_sur\47.nii.png,0.6554548,0.3445452
F:\OnekeyDS\CT\crop_sur\59.nii.png,0.69756967,0.3024303
F:\OnekeyDS\CT\crop_sur\193.nii.png,0.69164973,0.30835027
F:\OnekeyDS\CT\crop_sur\136.nii.png,0.81872505,0.18127489
F:\OnekeyDS\CT\crop_sur\135.nii.png,0.7291462,0.27085382
F:\OnekeyDS\CT\crop_sur\24.nii.png,0.8413831,0.15861687
F:\OnekeyDS\CT\crop_sur\86.nii.png,0.73014927,0.26985076
F:\OnekeyDS\CT\crop_sur\232.nii.png,0.7632759,0.23672406
F:\OnekeyDS\CT\crop_sur\93.nii.png,0.6499651,0.3500349
F:\OnekeyDS\CT\crop_sur\60.nii.png,0.7950778,0.20492218
F:\OnekeyDS\CT\crop_sur\175.nii.png,0.71684843,0.28315154
F:\OnekeyDS\CT\crop_sur\215.nii.png,0.6786579,0.32134205
F:\OnekeyDS\CT\crop_sur\200.nii.png,0.8486812,0.15131879
F:\OnekeyDS\CT\crop_sur\20.nii.png,0.79247904,0.20752096
F:\OnekeyDS\CT\crop_sur\9.nii.png,0.8614338,0.1385662
F:\OnekeyDS\CT\crop_sur\43.nii.png,0.5621143,0.43788564
F:\OnekeyDS\CT\crop_sur\177.nii.png,0.7775921,0.22240783
F:\OnekeyDS\CT\crop_sur\132.nii.png,0.7385189,0.26148108
F:\OnekeyDS\CT\crop_sur\137.nii.png,0.63339984,0.36660022
F:\OnekeyDS\CT\crop_sur\216.nii.png,0.77992463,0.2200754
F:\OnekeyDS\CT\crop_sur\191.nii.png,0.6658917,0.33410835
F:\OnekeyDS\CT\crop_sur\202.nii.png,0.6508036,0.3491964
F:\OnekeyDS\CT\crop_sur\102.nii.png,0.5878192,0.4121808
F:\OnekeyDS\CT\crop_sur\68.nii.png,0.6977421,0.30225787
F:\OnekeyDS\CT\crop_sur\148.nii.png,0.7642615,0.23573852
F:\OnekeyDS\CT\crop_sur\213.nii.png,0.84941083,0.15058918
F:\OnekeyDS\CT\crop_sur\219.nii.png,0.7517327,0.24826723
F:\OnekeyDS\CT\crop_sur\212.nii.png,0.7361869,0.26381302
F:\OnekeyDS\CT\crop_sur\52.nii.png,0.72669816,0.27330187
F:\OnekeyDS\CT\crop_sur\34.nii.png,0.52241474,0.4775852
F:\OnekeyDS\CT\crop_sur\158.nii.png,0.7146433,0.2853567
F:\OnekeyDS\CT\crop_sur\38.nii.png,0.55206746,0.44793248
F:\OnekeyDS\CT\crop_sur\2.nii.png,0.59359246,0.40640754
F:\OnekeyDS\CT\crop_sur\129.nii.png,0.70718914,0.2928109
F:\OnekeyDS\CT\crop_sur\23.nii.png,0.42513207,0.5748679
F:\OnekeyDS\CT\crop_sur\194.nii.png,0.71614915,0.28385085
F:\OnekeyDS\CT\crop_sur\76.nii.png,0.4755523,0.52444774
F:\OnekeyDS\CT\crop_sur\187.nii.png,0.662593,0.33740696
F:\OnekeyDS\CT\crop_sur\21.nii.png,0.655783,0.34421703
F:\OnekeyDS\CT\crop_sur\30.nii.png,0.74037653,0.25962347
F:\OnekeyDS\CT\crop_sur\107.nii.png,0.55036056,0.44963944
F:\OnekeyDS\CT\crop_sur\192.nii.png,0.731608,0.26839203
F:\OnekeyDS\CT\crop_sur\98.nii.png,0.716232,0.28376806
F:\OnekeyDS\CT\crop_sur\197.nii.png,0.46497968,0.53502035
F:\OnekeyDS\CT\crop_sur\234.nii.png,0.84633976,0.15366024
F:\OnekeyDS\CT\crop_sur\85.nii.png,0.7139658,0.28603423
F:\OnekeyDS\CT\crop_sur\174.nii.png,0.45476022,0.5452398
F:\OnekeyDS\CT\crop_sur\145.nii.png,0.7037646,0.29623535
F:\OnekeyDS\CT\crop_sur\17.nii.png,0.75755167,0.24244836
F:\OnekeyDS\CT\crop_sur\195.nii.png,0.72804457,0.2719554
F:\OnekeyDS\CT\crop_sur\57.nii.png,0.55391455,0.44608542
F:\OnekeyDS\CT\crop_sur\41.nii.png,0.4139707,0.58602923
