fpath,label-0,label-1
F:\OnekeyDS\CT\crop_sur\33.nii.png,0.8998794,0.10012061
F:\OnekeyDS\CT\crop_sur\60.nii.png,0.3496447,0.65035534
F:\OnekeyDS\CT\crop_sur\104.nii.png,0.918221,0.08177897
F:\OnekeyDS\CT\crop_sur\191.nii.png,0.9140273,0.08597266
F:\OnekeyDS\CT\crop_sur\13.nii.png,0.45515338,0.54484653
F:\OnekeyDS\CT\crop_sur\127.nii.png,0.8797527,0.12024736
F:\OnekeyDS\CT\crop_sur\199.nii.png,0.78139746,0.2186026
F:\OnekeyDS\CT\crop_sur\190.nii.png,0.8467916,0.15320845
F:\OnekeyDS\CT\crop_sur\128.nii.png,0.9362175,0.06378256
F:\OnekeyDS\CT\crop_sur\141.nii.png,0.7764594,0.22354057
F:\OnekeyDS\CT\crop_sur\98.nii.png,0.50818014,0.49181983
F:\OnekeyDS\CT\crop_sur\130.nii.png,0.73843884,0.2615611
F:\OnekeyDS\CT\crop_sur\73.nii.png,0.93943405,0.060565952
F:\OnekeyDS\CT\crop_sur\189.nii.png,0.69751453,0.30248553
F:\OnekeyDS\CT\crop_sur\119.nii.png,0.7301282,0.26987183
F:\OnekeyDS\CT\crop_sur\1.nii.png,0.561041,0.43895897
F:\OnekeyDS\CT\crop_sur\235.nii.png,0.87443966,0.12556034
F:\OnekeyDS\CT\crop_sur\0.nii.png,0.92963314,0.0703669
F:\OnekeyDS\CT\crop_sur\172.nii.png,0.47717455,0.5228254
F:\OnekeyDS\CT\crop_sur\138.nii.png,0.7184813,0.28151873
F:\OnekeyDS\CT\crop_sur\51.nii.png,0.6450227,0.35497728
F:\OnekeyDS\CT\crop_sur\217.nii.png,0.740019,0.25998092
F:\OnekeyDS\CT\crop_sur\176.nii.png,0.77502894,0.22497104
F:\OnekeyDS\CT\crop_sur\25.nii.png,0.32250017,0.67749983
F:\OnekeyDS\CT\crop_sur\77.nii.png,0.5138442,0.4861558
F:\OnekeyDS\CT\crop_sur\131.nii.png,0.5153166,0.48468345
F:\OnekeyDS\CT\crop_sur\30.nii.png,0.5456935,0.45430654
F:\OnekeyDS\CT\crop_sur\234.nii.png,0.88429,0.115710095
F:\OnekeyDS\CT\crop_sur\64.nii.png,0.04640853,0.95359147
F:\OnekeyDS\CT\crop_sur\107.nii.png,0.886909,0.11309098
F:\OnekeyDS\CT\crop_sur\159.nii.png,0.81670666,0.1832933
F:\OnekeyDS\CT\crop_sur\91.nii.png,0.8184402,0.18155979
F:\OnekeyDS\CT\crop_sur\85.nii.png,0.89784396,0.10215609
F:\OnekeyDS\CT\crop_sur\151.nii.png,0.62257326,0.3774268
F:\OnekeyDS\CT\crop_sur\132.nii.png,0.4558068,0.5441932
F:\OnekeyDS\CT\crop_sur\175.nii.png,0.6749234,0.3250766
F:\OnekeyDS\CT\crop_sur\154.nii.png,0.9523808,0.047619242
F:\OnekeyDS\CT\crop_sur\113.nii.png,0.738944,0.26105607
F:\OnekeyDS\CT\crop_sur\96.nii.png,0.81749517,0.18250486
F:\OnekeyDS\CT\crop_sur\164.nii.png,0.6691796,0.3308204
F:\OnekeyDS\CT\crop_sur\46.nii.png,0.93668115,0.063318886
F:\OnekeyDS\CT\crop_sur\194.nii.png,0.96531206,0.034687962
F:\OnekeyDS\CT\crop_sur\143.nii.png,0.72916716,0.27083284
F:\OnekeyDS\CT\crop_sur\57.nii.png,0.2474623,0.7525377
F:\OnekeyDS\CT\crop_sur\140.nii.png,0.6862073,0.31379277
F:\OnekeyDS\CT\crop_sur\27.nii.png,0.13342707,0.8665729
F:\OnekeyDS\CT\crop_sur\6.nii.png,0.7931594,0.20684057
F:\OnekeyDS\CT\crop_sur\16.nii.png,0.8997749,0.100225054
F:\OnekeyDS\CT\crop_sur\129.nii.png,0.9118296,0.08817037
F:\OnekeyDS\CT\crop_sur\205.nii.png,0.80686027,0.19313972
F:\OnekeyDS\CT\crop_sur\120.nii.png,0.58464664,0.4153534
F:\OnekeyDS\CT\crop_sur\10.nii.png,0.7396777,0.2603223
F:\OnekeyDS\CT\crop_sur\124.nii.png,0.86037093,0.1396291
F:\OnekeyDS\CT\crop_sur\35.nii.png,0.859225,0.14077504
F:\OnekeyDS\CT\crop_sur\32.nii.png,0.27989677,0.72010326
F:\OnekeyDS\CT\crop_sur\80.nii.png,0.64903057,0.3509694
F:\OnekeyDS\CT\crop_sur\110.nii.png,0.8882547,0.11174526
F:\OnekeyDS\CT\crop_sur\95.nii.png,0.6396667,0.36033332
F:\OnekeyDS\CT\crop_sur\187.nii.png,0.8865533,0.1134467
F:\OnekeyDS\CT\crop_sur\210.nii.png,0.82353216,0.1764679
F:\OnekeyDS\CT\crop_sur\233.nii.png,0.41317323,0.5868267
F:\OnekeyDS\CT\crop_sur\48.nii.png,0.87741166,0.12258838
F:\OnekeyDS\CT\crop_sur\142.nii.png,0.7954855,0.2045145
F:\OnekeyDS\CT\crop_sur\167.nii.png,0.4682906,0.5317094
F:\OnekeyDS\CT\crop_sur\114.nii.png,0.85872436,0.14127564
F:\OnekeyDS\CT\crop_sur\156.nii.png,0.18558304,0.81441694
F:\OnekeyDS\CT\crop_sur\59.nii.png,0.92320186,0.07679811
F:\OnekeyDS\CT\crop_sur\232.nii.png,0.6564531,0.3435469
F:\OnekeyDS\CT\crop_sur\228.nii.png,0.84167105,0.15832892
F:\OnekeyDS\CT\crop_sur\87.nii.png,0.669436,0.330564
F:\OnekeyDS\CT\crop_sur\103.nii.png,0.73149186,0.26850817
F:\OnekeyDS\CT\crop_sur\193.nii.png,0.39580184,0.60419816
F:\OnekeyDS\CT\crop_sur\177.nii.png,0.20698099,0.793019
F:\OnekeyDS\CT\crop_sur\61.nii.png,0.96611553,0.03388452
F:\OnekeyDS\CT\crop_sur\180.nii.png,0.2029092,0.7970908
F:\OnekeyDS\CT\crop_sur\161.nii.png,0.4540765,0.5459236
F:\OnekeyDS\CT\crop_sur\9.nii.png,0.97544724,0.024552787
F:\OnekeyDS\CT\crop_sur\3.nii.png,0.9048537,0.09514631
F:\OnekeyDS\CT\crop_sur\28.nii.png,0.7307818,0.26921818
F:\OnekeyDS\CT\crop_sur\76.nii.png,0.5447934,0.45520657
F:\OnekeyDS\CT\crop_sur\86.nii.png,0.40646943,0.59353054
F:\OnekeyDS\CT\crop_sur\11.nii.png,0.8778899,0.122110136
F:\OnekeyDS\CT\crop_sur\171.nii.png,0.9206735,0.079326496
F:\OnekeyDS\CT\crop_sur\94.nii.png,0.45633084,0.54366916
F:\OnekeyDS\CT\crop_sur\135.nii.png,0.5963234,0.40367663
