fpath,label-0,label-1
F:\OnekeyDS\CT\crop_sur\88.nii.png,0.9522036,0.047796447
F:\OnekeyDS\CT\crop_sur\164.nii.png,0.6389303,0.36106965
F:\OnekeyDS\CT\crop_sur\175.nii.png,0.95864993,0.041350078
F:\OnekeyDS\CT\crop_sur\115.nii.png,0.8551434,0.14485657
F:\OnekeyDS\CT\crop_sur\157.nii.png,0.18239677,0.8176033
F:\OnekeyDS\CT\crop_sur\2.nii.png,0.80081636,0.19918366
F:\OnekeyDS\CT\crop_sur\194.nii.png,0.7004048,0.29959515
F:\OnekeyDS\CT\crop_sur\148.nii.png,0.82215816,0.17784189
F:\OnekeyDS\CT\crop_sur\142.nii.png,0.8649638,0.1350361
F:\OnekeyDS\CT\crop_sur\49.nii.png,0.9070114,0.09298865
F:\OnekeyDS\CT\crop_sur\105.nii.png,0.79475904,0.20524094
F:\OnekeyDS\CT\crop_sur\133.nii.png,0.68694115,0.31305888
F:\OnekeyDS\CT\crop_sur\131.nii.png,0.8095696,0.19043036
F:\OnekeyDS\CT\crop_sur\155.nii.png,0.6138749,0.38612506
F:\OnekeyDS\CT\crop_sur\76.nii.png,0.21694568,0.7830543
F:\OnekeyDS\CT\crop_sur\99.nii.png,0.73329705,0.26670298
F:\OnekeyDS\CT\crop_sur\107.nii.png,0.8923065,0.10769357
F:\OnekeyDS\CT\crop_sur\195.nii.png,0.90304023,0.0969598
F:\OnekeyDS\CT\crop_sur\151.nii.png,0.20016332,0.7998367
F:\OnekeyDS\CT\crop_sur\137.nii.png,0.46205655,0.5379434
F:\OnekeyDS\CT\crop_sur\102.nii.png,0.6770173,0.32298276
F:\OnekeyDS\CT\crop_sur\135.nii.png,0.42646834,0.5735316
F:\OnekeyDS\CT\crop_sur\114.nii.png,0.7029047,0.2970953
F:\OnekeyDS\CT\crop_sur\185.nii.png,0.56627876,0.4337212
F:\OnekeyDS\CT\crop_sur\202.nii.png,0.86136603,0.13863397
F:\OnekeyDS\CT\crop_sur\77.nii.png,0.7376296,0.26237035
F:\OnekeyDS\CT\crop_sur\84.nii.png,0.9554731,0.044526864
F:\OnekeyDS\CT\crop_sur\81.nii.png,0.7268421,0.2731579
F:\OnekeyDS\CT\crop_sur\213.nii.png,0.8440247,0.15597528
F:\OnekeyDS\CT\crop_sur\24.nii.png,0.49336123,0.5066387
F:\OnekeyDS\CT\crop_sur\1.nii.png,0.8545662,0.14543384
F:\OnekeyDS\CT\crop_sur\159.nii.png,0.80226594,0.19773404
F:\OnekeyDS\CT\crop_sur\46.nii.png,0.75991404,0.24008599
F:\OnekeyDS\CT\crop_sur\215.nii.png,0.80725574,0.19274427
F:\OnekeyDS\CT\crop_sur\132.nii.png,0.854412,0.14558794
F:\OnekeyDS\CT\crop_sur\75.nii.png,0.63279825,0.3672017
F:\OnekeyDS\CT\crop_sur\130.nii.png,0.8833887,0.11661126
F:\OnekeyDS\CT\crop_sur\110.nii.png,0.6651781,0.3348219
F:\OnekeyDS\CT\crop_sur\19.nii.png,0.0722604,0.92773956
F:\OnekeyDS\CT\crop_sur\192.nii.png,0.91836184,0.08163815
F:\OnekeyDS\CT\crop_sur\96.nii.png,0.6173939,0.382606
F:\OnekeyDS\CT\crop_sur\226.nii.png,0.8931692,0.10683081
F:\OnekeyDS\CT\crop_sur\191.nii.png,0.87021744,0.12978254
F:\OnekeyDS\CT\crop_sur\180.nii.png,0.20811929,0.7918807
F:\OnekeyDS\CT\crop_sur\190.nii.png,0.9101618,0.08983818
F:\OnekeyDS\CT\crop_sur\48.nii.png,0.8891876,0.11081243
F:\OnekeyDS\CT\crop_sur\58.nii.png,0.5933391,0.40666085
F:\OnekeyDS\CT\crop_sur\57.nii.png,0.28101912,0.7189808
F:\OnekeyDS\CT\crop_sur\86.nii.png,0.6095085,0.39049155
F:\OnekeyDS\CT\crop_sur\87.nii.png,0.82373625,0.17626375
F:\OnekeyDS\CT\crop_sur\95.nii.png,0.626644,0.37335598
F:\OnekeyDS\CT\crop_sur\166.nii.png,0.711128,0.288872
F:\OnekeyDS\CT\crop_sur\94.nii.png,0.6876958,0.3123043
F:\OnekeyDS\CT\crop_sur\172.nii.png,0.8715985,0.12840153
F:\OnekeyDS\CT\crop_sur\161.nii.png,0.6951656,0.30483446
F:\OnekeyDS\CT\crop_sur\4.nii.png,0.9363855,0.06361442
F:\OnekeyDS\CT\crop_sur\198.nii.png,0.8915463,0.10845374
F:\OnekeyDS\CT\crop_sur\3.nii.png,0.5839965,0.41600356
F:\OnekeyDS\CT\crop_sur\85.nii.png,0.9537795,0.04622055
F:\OnekeyDS\CT\crop_sur\147.nii.png,0.7511156,0.2488844
F:\OnekeyDS\CT\crop_sur\216.nii.png,0.87884253,0.1211575
F:\OnekeyDS\CT\crop_sur\163.nii.png,0.30042154,0.69957846
F:\OnekeyDS\CT\crop_sur\199.nii.png,0.6365355,0.36346442
F:\OnekeyDS\CT\crop_sur\217.nii.png,0.7486505,0.2513495
F:\OnekeyDS\CT\crop_sur\21.nii.png,0.11548097,0.88451904
F:\OnekeyDS\CT\crop_sur\69.nii.png,0.732219,0.267781
F:\OnekeyDS\CT\crop_sur\126.nii.png,0.4970225,0.50297755
F:\OnekeyDS\CT\crop_sur\16.nii.png,0.878732,0.12126792
F:\OnekeyDS\CT\crop_sur\121.nii.png,0.4223304,0.57766956
F:\OnekeyDS\CT\crop_sur\127.nii.png,0.8438071,0.1561929
F:\OnekeyDS\CT\crop_sur\56.nii.png,0.796566,0.203434
F:\OnekeyDS\CT\crop_sur\33.nii.png,0.6941877,0.3058123
F:\OnekeyDS\CT\crop_sur\196.nii.png,0.7841967,0.21580335
F:\OnekeyDS\CT\crop_sur\231.nii.png,0.69803053,0.30196947
F:\OnekeyDS\CT\crop_sur\82.nii.png,0.7836679,0.2163321
F:\OnekeyDS\CT\crop_sur\93.nii.png,0.49709684,0.5029031
F:\OnekeyDS\CT\crop_sur\167.nii.png,0.79547894,0.20452106
F:\OnekeyDS\CT\crop_sur\14.nii.png,0.80875015,0.19124988
F:\OnekeyDS\CT\crop_sur\61.nii.png,0.8582216,0.14177844
F:\OnekeyDS\CT\crop_sur\13.nii.png,0.93464434,0.06535562
F:\OnekeyDS\CT\crop_sur\117.nii.png,0.8988026,0.10119741
F:\OnekeyDS\CT\crop_sur\26.nii.png,0.7225102,0.27748975
F:\OnekeyDS\CT\crop_sur\124.nii.png,0.87623185,0.123768196
F:\OnekeyDS\CT\crop_sur\78.nii.png,0.52592075,0.47407925
F:\OnekeyDS\CT\crop_sur\212.nii.png,0.94895947,0.051040534
F:\OnekeyDS\CT\crop_sur\201.nii.png,0.67564505,0.32435498
F:\OnekeyDS\CT\crop_sur\0.nii.png,0.85743636,0.14256364
F:\OnekeyDS\CT\crop_sur\42.nii.png,0.73294884,0.26705122
F:\OnekeyDS\CT\crop_sur\104.nii.png,0.7951234,0.20487666
F:\OnekeyDS\CT\crop_sur\129.nii.png,0.764408,0.23559202
F:\OnekeyDS\CT\crop_sur\91.nii.png,0.88895804,0.11104192
F:\OnekeyDS\CT\crop_sur\92.nii.png,0.14370593,0.8562941
F:\OnekeyDS\CT\crop_sur\79.nii.png,0.8126866,0.18731341
F:\OnekeyDS\CT\crop_sur\72.nii.png,0.7052306,0.29476938
F:\OnekeyDS\CT\crop_sur\234.nii.png,0.768907,0.23109293
F:\OnekeyDS\CT\crop_sur\28.nii.png,0.85694826,0.14305176
F:\OnekeyDS\CT\crop_sur\60.nii.png,0.33341005,0.66659
F:\OnekeyDS\CT\crop_sur\197.nii.png,0.21071781,0.7892822
F:\OnekeyDS\CT\crop_sur\53.nii.png,0.76359355,0.23640642
F:\OnekeyDS\CT\crop_sur\158.nii.png,0.9776505,0.022349475
F:\OnekeyDS\CT\crop_sur\31.nii.png,0.8902921,0.109707974
F:\OnekeyDS\CT\crop_sur\6.nii.png,0.8370143,0.1629857
