fpath,label-0,label-1
F:\OnekeyDS\CT\crop_sur\58.nii.png,0.6458481,0.35415193
F:\OnekeyDS\CT\crop_sur\39.nii.png,0.9107158,0.08928416
F:\OnekeyDS\CT\crop_sur\177.nii.png,0.8262985,0.17370145
F:\OnekeyDS\CT\crop_sur\49.nii.png,0.9157549,0.084245145
F:\OnekeyDS\CT\crop_sur\52.nii.png,0.7816342,0.21836574
F:\OnekeyDS\CT\crop_sur\59.nii.png,0.698795,0.301205
F:\OnekeyDS\CT\crop_sur\50.nii.png,0.87216187,0.1278381
F:\OnekeyDS\CT\crop_sur\96.nii.png,0.89407843,0.1059215
F:\OnekeyDS\CT\crop_sur\79.nii.png,0.8130483,0.18695173
F:\OnekeyDS\CT\crop_sur\162.nii.png,0.8273192,0.17268075
F:\OnekeyDS\CT\crop_sur\40.nii.png,0.59933233,0.40066764
F:\OnekeyDS\CT\crop_sur\205.nii.png,0.7428525,0.2571475
F:\OnekeyDS\CT\crop_sur\164.nii.png,0.83649045,0.16350958
F:\OnekeyDS\CT\crop_sur\19.nii.png,0.545113,0.45488697
F:\OnekeyDS\CT\crop_sur\28.nii.png,0.89709854,0.102901414
F:\OnekeyDS\CT\crop_sur\202.nii.png,0.78138536,0.21861462
F:\OnekeyDS\CT\crop_sur\169.nii.png,0.67956674,0.32043323
F:\OnekeyDS\CT\crop_sur\66.nii.png,0.6869431,0.3130569
F:\OnekeyDS\CT\crop_sur\195.nii.png,0.8888865,0.11111347
F:\OnekeyDS\CT\crop_sur\188.nii.png,0.74825054,0.2517494
F:\OnekeyDS\CT\crop_sur\219.nii.png,0.9262137,0.07378634
F:\OnekeyDS\CT\crop_sur\141.nii.png,0.68564445,0.31435555
F:\OnekeyDS\CT\crop_sur\14.nii.png,0.8340668,0.16593318
F:\OnekeyDS\CT\crop_sur\100.nii.png,0.9163221,0.08367792
F:\OnekeyDS\CT\crop_sur\72.nii.png,0.7977815,0.20221846
F:\OnekeyDS\CT\crop_sur\53.nii.png,0.7118531,0.28814685
F:\OnekeyDS\CT\crop_sur\84.nii.png,0.8786123,0.121387675
F:\OnekeyDS\CT\crop_sur\3.nii.png,0.914882,0.08511796
F:\OnekeyDS\CT\crop_sur\31.nii.png,0.8776758,0.12232427
F:\OnekeyDS\CT\crop_sur\142.nii.png,0.8200463,0.17995371
F:\OnekeyDS\CT\crop_sur\17.nii.png,0.84080374,0.15919632
F:\OnekeyDS\CT\crop_sur\163.nii.png,0.6572088,0.34279117
F:\OnekeyDS\CT\crop_sur\148.nii.png,0.74426675,0.2557333
F:\OnekeyDS\CT\crop_sur\104.nii.png,0.8705304,0.12946957
F:\OnekeyDS\CT\crop_sur\176.nii.png,0.51349926,0.48650068
F:\OnekeyDS\CT\crop_sur\214.nii.png,0.7655811,0.23441891
F:\OnekeyDS\CT\crop_sur\1.nii.png,0.5180296,0.48197043
F:\OnekeyDS\CT\crop_sur\92.nii.png,0.39625445,0.6037456
F:\OnekeyDS\CT\crop_sur\120.nii.png,0.54945236,0.45054767
F:\OnekeyDS\CT\crop_sur\221.nii.png,0.780788,0.21921206
F:\OnekeyDS\CT\crop_sur\124.nii.png,0.8419811,0.15801893
F:\OnekeyDS\CT\crop_sur\183.nii.png,0.596234,0.40376595
