fpath,label-0,label-1
F:\OnekeyDS\CT\crop_sur\40.nii.png,0.3911681,0.60883194
F:\OnekeyDS\CT\crop_sur\29.nii.png,0.80707425,0.1929257
F:\OnekeyDS\CT\crop_sur\155.nii.png,0.7733795,0.22662042
F:\OnekeyDS\CT\crop_sur\191.nii.png,0.58603734,0.41396257
F:\OnekeyDS\CT\crop_sur\157.nii.png,0.44633323,0.5536667
F:\OnekeyDS\CT\crop_sur\235.nii.png,0.9384081,0.061591975
F:\OnekeyDS\CT\crop_sur\145.nii.png,0.8802029,0.119797185
F:\OnekeyDS\CT\crop_sur\205.nii.png,0.46913534,0.53086466
F:\OnekeyDS\CT\crop_sur\147.nii.png,0.68867695,0.31132302
F:\OnekeyDS\CT\crop_sur\75.nii.png,0.589664,0.41033608
F:\OnekeyDS\CT\crop_sur\172.nii.png,0.38085124,0.61914873
F:\OnekeyDS\CT\crop_sur\185.nii.png,0.8862396,0.1137604
F:\OnekeyDS\CT\crop_sur\230.nii.png,0.6492101,0.3507899
F:\OnekeyDS\CT\crop_sur\78.nii.png,0.67142075,0.32857925
F:\OnekeyDS\CT\crop_sur\144.nii.png,0.711196,0.28880402
F:\OnekeyDS\CT\crop_sur\222.nii.png,0.8559933,0.14400679
F:\OnekeyDS\CT\crop_sur\61.nii.png,0.7841017,0.21589826
F:\OnekeyDS\CT\crop_sur\47.nii.png,0.7651015,0.23489855
F:\OnekeyDS\CT\crop_sur\165.nii.png,0.96300375,0.036996324
F:\OnekeyDS\CT\crop_sur\123.nii.png,0.6492084,0.3507915
F:\OnekeyDS\CT\crop_sur\132.nii.png,0.7139596,0.28604043
F:\OnekeyDS\CT\crop_sur\28.nii.png,0.82233816,0.17766188
F:\OnekeyDS\CT\crop_sur\100.nii.png,0.93365395,0.06634611
F:\OnekeyDS\CT\crop_sur\17.nii.png,0.6228056,0.37719437
F:\OnekeyDS\CT\crop_sur\62.nii.png,0.9757259,0.024274109
F:\OnekeyDS\CT\crop_sur\13.nii.png,0.44946742,0.5505326
F:\OnekeyDS\CT\crop_sur\195.nii.png,0.68957776,0.31042224
F:\OnekeyDS\CT\crop_sur\128.nii.png,0.9198303,0.08016961
F:\OnekeyDS\CT\crop_sur\91.nii.png,0.92944664,0.07055339
F:\OnekeyDS\CT\crop_sur\11.nii.png,0.7946545,0.20534554
F:\OnekeyDS\CT\crop_sur\226.nii.png,0.95177704,0.048222948
F:\OnekeyDS\CT\crop_sur\137.nii.png,0.79712635,0.2028736
F:\OnekeyDS\CT\crop_sur\197.nii.png,0.70951045,0.29048952
F:\OnekeyDS\CT\crop_sur\136.nii.png,0.57731193,0.42268804
F:\OnekeyDS\CT\crop_sur\180.nii.png,0.3923571,0.6076429
F:\OnekeyDS\CT\crop_sur\130.nii.png,0.71548384,0.28451613
F:\OnekeyDS\CT\crop_sur\217.nii.png,0.84344244,0.15655756
F:\OnekeyDS\CT\crop_sur\102.nii.png,0.8550349,0.14496507
F:\OnekeyDS\CT\crop_sur\158.nii.png,0.8198325,0.18016756
F:\OnekeyDS\CT\crop_sur\88.nii.png,0.85372055,0.14627938
F:\OnekeyDS\CT\crop_sur\166.nii.png,0.7858009,0.21419916
F:\OnekeyDS\CT\crop_sur\211.nii.png,0.95263374,0.04736624
F:\OnekeyDS\CT\crop_sur\41.nii.png,0.46868446,0.5313155
F:\OnekeyDS\CT\crop_sur\174.nii.png,0.8809147,0.11908529
